time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10
342.8058,24.17,24.02,24.17,24.63,24.7,24.48,24.48,24.86,24.17,24.4,24.17,24.02,24.17,24.63,24.7,24.48,24.48,24.86,24.17,24.4,24.17,24.02,24.17,24.63,24.7,24.48,24.48,24.86,24.17,24.4,24.17,24.02,24.17,24.63,24.7,24.48,24.48,24.86,24.17,24.4,24.17,24.02,24.17,24.63,24.7,24.48,24.48,24.86,24.17,24.4,24.17,24.02,24.17,24.63,24.7,24.48,24.48,24.86,24.17,24.4,24.17,24.02,24.17,24.63,24.7,24.48,24.48,24.86,24.17,24.4,24.17,24.02,24.17,24.63,24.7,24.48,24.48,24.86,24.17,24.4
343.8071,24.17,24.02,24.17,24.7,24.78,24.4,24.48,24.86,24.25,24.32,24.17,24.02,24.17,24.7,24.78,24.4,24.48,24.86,24.25,24.32,24.17,24.02,24.17,24.7,24.78,24.4,24.48,24.86,24.25,24.32,24.17,24.02,24.17,24.7,24.78,24.4,24.48,24.86,24.25,24.32,24.17,24.02,24.17,24.7,24.78,24.4,24.48,24.86,24.25,24.32,24.17,24.02,24.17,24.7,24.78,24.4,24.48,24.86,24.25,24.32,24.17,24.02,24.17,24.7,24.78,24.4,24.48,24.86,24.25,24.32,24.17,24.02,24.17,24.7,24.78,24.4,24.48,24.86,24.25,24.32
344.8094,24.32,24.02,24.09,24.55,24.78,24.63,24.55,24.78,24.09,24.48,24.32,24.02,24.09,24.55,24.78,24.63,24.55,24.78,24.09,24.48,24.32,24.02,24.09,24.55,24.78,24.63,24.55,24.78,24.09,24.48,24.32,24.02,24.09,24.55,24.78,24.63,24.55,24.78,24.09,24.48,24.32,24.02,24.09,24.55,24.78,24.63,24.55,24.78,24.09,24.48,24.32,24.02,24.09,24.55,24.78,24.63,24.55,24.78,24.09,24.48,24.32,24.02,24.09,24.55,24.78,24.63,24.55,24.78,24.09,24.48,24.32,24.02,24.09,24.55,24.78,24.63,24.55,24.78,24.09,24.48
345.8115,24.17,23.86,23.94,24.48,24.86,24.63,24.55,24.7,24.32,24.55,24.17,23.86,23.94,24.48,24.86,24.63,24.55,24.7,24.32,24.55,24.17,23.86,23.94,24.48,24.86,24.63,24.55,24.7,24.32,24.55,24.17,23.86,23.94,24.48,24.86,24.63,24.55,24.7,24.32,24.55,24.17,23.86,23.94,24.48,24.86,24.63,24.55,24.7,24.32,24.55,24.17,23.86,23.94,24.48,24.86,24.63,24.55,24.7,24.32,24.55,24.17,23.86,23.94,24.48,24.86,24.63,24.55,24.7,24.32,24.55,24.17,23.86,23.94,24.48,24.86,24.63,24.55,24.7,24.32,24.55
346.813,24.17,23.94,24.17,24.63,24.78,24.4,24.48,24.86,24.25,24.32,24.17,23.94,24.17,24.63,24.78,24.4,24.48,24.86,24.25,24.32,24.17,23.94,24.17,24.63,24.78,24.4,24.48,24.86,24.25,24.32,24.17,23.94,24.17,24.63,24.78,24.4,24.48,24.86,24.25,24.32,24.17,23.94,24.17,24.63,24.78,24.4,24.48,24.86,24.25,24.32,24.17,23.94,24.17,24.63,24.78,24.4,24.48,24.86,24.25,24.32,24.17,23.94,24.17,24.63,24.78,24.4,24.48,24.86,24.25,24.32,24.17,23.94,24.17,24.63,24.78,24.4,24.48,24.86,24.25,24.32
347.814,24.17,24.02,24.25,24.7,24.86,24.4,24.4,24.86,24.25,24.32,24.17,24.02,24.25,24.7,24.86,24.4,24.4,24.86,24.25,24.32,24.17,24.02,24.25,24.7,24.86,24.4,24.4,24.86,24.25,24.32,24.17,24.02,24.25,24.7,24.86,24.4,24.4,24.86,24.25,24.32,24.17,24.02,24.25,24.7,24.86,24.4,24.4,24.86,24.25,24.32,24.17,24.02,24.25,24.7,24.86,24.4,24.4,24.86,24.25,24.32,24.17,24.02,24.25,24.7,24.86,24.4,24.4,24.86,24.25,24.32,24.17,24.02,24.25,24.7,24.86,24.4,24.4,24.86,24.25,24.32
348.8179,24.32,24.02,24.17,24.63,24.7,24.48,24.48,24.93,24.17,24.4,24.32,24.02,24.17,24.63,24.7,24.48,24.48,24.93,24.17,24.4,24.32,24.02,24.17,24.63,24.7,24.48,24.48,24.93,24.17,24.4,24.32,24.02,24.17,24.63,24.7,24.48,24.48,24.93,24.17,24.4,24.32,24.02,24.17,24.63,24.7,24.48,24.48,24.93,24.17,24.4,24.32,24.02,24.17,24.63,24.7,24.48,24.48,24.93,24.17,24.4,24.32,24.02,24.17,24.63,24.7,24.48,24.48,24.93,24.17,24.4,24.32,24.02,24.17,24.63,24.7,24.48,24.48,24.93,24.17,24.4
349.8181,24.32,24.02,24.09,24.63,24.93,24.7,24.55,24.7,24.17,24.48,24.32,24.02,24.09,24.63,24.93,24.7,24.55,24.7,24.17,24.48,24.32,24.02,24.09,24.63,24.93,24.7,24.55,24.7,24.17,24.48,24.32,24.02,24.09,24.63,24.93,24.7,24.55,24.7,24.17,24.48,24.32,24.02,24.09,24.63,24.93,24.7,24.55,24.7,24.17,24.48,24.32,24.02,24.09,24.63,24.93,24.7,24.55,24.7,24.17,24.48,24.32,24.02,24.09,24.63,24.93,24.7,24.55,24.7,24.17,24.48,24.32,24.02,24.09,24.63,24.93,24.7,24.55,24.7,24.17,24.48
350.822,24.17,24.02,24.17,24.63,24.78,24.48,24.48,24.93,24.25,24.32,24.17,24.02,24.17,24.63,24.78,24.48,24.48,24.93,24.25,24.32,24.17,24.02,24.17,24.63,24.78,24.48,24.48,24.93,24.25,24.32,24.17,24.02,24.17,24.63,24.78,24.48,24.48,24.93,24.25,24.32,24.17,24.02,24.17,24.63,24.78,24.48,24.48,24.93,24.25,24.32,24.17,24.02,24.17,24.63,24.78,24.48,24.48,24.93,24.25,24.32,24.17,24.02,24.17,24.63,24.78,24.48,24.48,24.93,24.25,24.32,24.17,24.02,24.17,24.63,24.78,24.48,24.48,24.93,24.25,24.32
351.8246,24.25,24.09,24.25,24.7,24.78,24.48,24.48,24.93,24.25,24.32,24.25,24.09,24.25,24.7,24.78,24.48,24.48,24.93,24.25,24.32,24.25,24.09,24.25,24.7,24.78,24.48,24.48,24.93,24.25,24.32,24.25,24.09,24.25,24.7,24.78,24.48,24.48,24.93,24.25,24.32,24.25,24.09,24.25,24.7,24.78,24.48,24.48,24.93,24.25,24.32,24.25,24.09,24.25,24.7,24.78,24.48,24.48,24.93,24.25,24.32,24.25,24.09,24.25,24.7,24.78,24.48,24.48,24.93,24.25,24.32,24.25,24.09,24.25,24.7,24.78,24.48,24.48,24.93,24.25,24.32
352.8252,24.09,24.02,24.25,24.78,24.93,24.55,24.4,24.78,24.32,24.48,24.09,24.02,24.25,24.78,24.93,24.55,24.4,24.78,24.32,24.48,24.09,24.02,24.25,24.78,24.93,24.55,24.4,24.78,24.32,24.48,24.09,24.02,24.25,24.78,24.93,24.55,24.4,24.78,24.32,24.48,24.09,24.02,24.25,24.78,24.93,24.55,24.4,24.78,24.32,24.48,24.09,24.02,24.25,24.78,24.93,24.55,24.4,24.78,24.32,24.48,24.09,24.02,24.25,24.78,24.93,24.55,24.4,24.78,24.32,24.48,24.09,24.02,24.25,24.78,24.93,24.55,24.4,24.78,24.32,24.48
353.829,24.17,23.94,24.25,24.78,24.93,24.55,24.4,24.86,24.32,24.48,24.17,23.94,24.25,24.78,24.93,24.55,24.4,24.86,24.32,24.48,24.17,23.94,24.25,24.78,24.93,24.55,24.4,24.86,24.32,24.48,24.17,23.94,24.25,24.78,24.93,24.55,24.4,24.86,24.32,24.48,24.17,23.94,24.25,24.78,24.93,24.55,24.4,24.86,24.32,24.48,24.17,23.94,24.25,24.78,24.93,24.55,24.4,24.86,24.32,24.48,24.17,23.94,24.25,24.78,24.93,24.55,24.4,24.86,24.32,24.48,24.17,23.94,24.25,24.78,24.93,24.55,24.4,24.86,24.32,24.48
354.8307,24.17,24.02,24.17,24.63,24.78,24.63,24.63,24.93,24.25,24.4,24.17,24.02,24.17,24.63,24.78,24.63,24.63,24.93,24.25,24.4,24.17,24.02,24.17,24.63,24.78,24.63,24.63,24.93,24.25,24.4,24.17,24.02,24.17,24.63,24.78,24.63,24.63,24.93,24.25,24.4,24.17,24.02,24.17,24.63,24.78,24.63,24.63,24.93,24.25,24.4,24.17,24.02,24.17,24.63,24.78,24.63,24.63,24.93,24.25,24.4,24.17,24.02,24.17,24.63,24.78,24.63,24.63,24.93,24.25,24.4,24.17,24.02,24.17,24.63,24.78,24.63,24.63,24.93,24.25,24.4
355.8325,24.25,24.02,24.09,24.55,24.86,24.63,24.55,24.78,24.09,24.4,24.25,24.02,24.09,24.55,24.86,24.63,24.55,24.78,24.09,24.4,24.25,24.02,24.09,24.55,24.86,24.63,24.55,24.78,24.09,24.4,24.25,24.02,24.09,24.55,24.86,24.63,24.55,24.78,24.09,24.4,24.25,24.02,24.09,24.55,24.86,24.63,24.55,24.78,24.09,24.4,24.25,24.02,24.09,24.55,24.86,24.63,24.55,24.78,24.09,24.4,24.25,24.02,24.09,24.55,24.86,24.63,24.55,24.78,24.09,24.4,24.25,24.02,24.09,24.55,24.86,24.63,24.55,24.78,24.09,24.4
356.8328,24.25,23.94,24.17,24.78,25.01,24.63,24.55,24.7,24.4,24.55,24.25,23.94,24.17,24.78,25.01,24.63,24.55,24.7,24.4,24.55,24.25,23.94,24.17,24.78,25.01,24.63,24.55,24.7,24.4,24.55,24.25,23.94,24.17,24.78,25.01,24.63,24.55,24.7,24.4,24.55,24.25,23.94,24.17,24.78,25.01,24.63,24.55,24.7,24.4,24.55,24.25,23.94,24.17,24.78,25.01,24.63,24.55,24.7,24.4,24.55,24.25,23.94,24.17,24.78,25.01,24.63,24.55,24.7,24.4,24.55,24.25,23.94,24.17,24.78,25.01,24.63,24.55,24.7,24.4,24.55
357.8371,24.25,23.86,24.09,24.78,24.93,24.63,24.55,24.7,24.4,24.55,24.25,23.86,24.09,24.78,24.93,24.63,24.55,24.7,24.4,24.55,24.25,23.86,24.09,24.78,24.93,24.63,24.55,24.7,24.4,24.55,24.25,23.86,24.09,24.78,24.93,24.63,24.55,24.7,24.4,24.55,24.25,23.86,24.09,24.78,24.93,24.63,24.55,24.7,24.4,24.55,24.25,23.86,24.09,24.78,24.93,24.63,24.55,24.7,24.4,24.55,24.25,23.86,24.09,24.78,24.93,24.63,24.55,24.7,24.4,24.55,24.25,23.86,24.09,24.78,24.93,24.63,24.55,24.7,24.4,24.55
358.838,24.25,23.86,24.02,24.48,24.86,24.63,24.55,24.78,24.32,24.63,24.25,23.86,24.02,24.48,24.86,24.63,24.55,24.78,24.32,24.63,24.25,23.86,24.02,24.48,24.86,24.63,24.55,24.78,24.32,24.63,24.25,23.86,24.02,24.48,24.86,24.63,24.55,24.78,24.32,24.63,24.25,23.86,24.02,24.48,24.86,24.63,24.55,24.78,24.32,24.63,24.25,23.86,24.02,24.48,24.86,24.63,24.55,24.78,24.32,24.63,24.25,23.86,24.02,24.48,24.86,24.63,24.55,24.78,24.32,24.63,24.25,23.86,24.02,24.48,24.86,24.63,24.55,24.78,24.32,24.63
359.84,24.32,24.09,24.25,24.7,24.78,24.48,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.48,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.48,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.48,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.48,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.48,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.48,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.48,24.63,24.93,24.25,24.48
360.8416,24.17,23.86,24.17,24.7,24.93,24.55,24.4,24.78,24.32,24.48,24.17,23.86,24.17,24.7,24.93,24.55,24.4,24.78,24.32,24.48,24.17,23.86,24.17,24.7,24.93,24.55,24.4,24.78,24.32,24.48,24.17,23.86,24.17,24.7,24.93,24.55,24.4,24.78,24.32,24.48,24.17,23.86,24.17,24.7,24.93,24.55,24.4,24.78,24.32,24.48,24.17,23.86,24.17,24.7,24.93,24.55,24.4,24.78,24.32,24.48,24.17,23.86,24.17,24.7,24.93,24.55,24.4,24.78,24.32,24.48,24.17,23.86,24.17,24.7,24.93,24.55,24.4,24.78,24.32,24.48
361.8466,24.17,23.79,24.09,24.7,24.86,24.55,24.4,24.78,24.4,24.55,24.17,23.79,24.09,24.7,24.86,24.55,24.4,24.78,24.4,24.55,24.17,23.79,24.09,24.7,24.86,24.55,24.4,24.78,24.4,24.55,24.17,23.79,24.09,24.7,24.86,24.55,24.4,24.78,24.4,24.55,24.17,23.79,24.09,24.7,24.86,24.55,24.4,24.78,24.4,24.55,24.17,23.79,24.09,24.7,24.86,24.55,24.4,24.78,24.4,24.55,24.17,23.79,24.09,24.7,24.86,24.55,24.4,24.78,24.4,24.55,24.17,23.79,24.09,24.7,24.86,24.55,24.4,24.78,24.4,24.55
362.8478,24.17,24.02,24.25,24.78,24.86,24.55,24.48,25.01,24.4,24.55,24.17,24.02,24.25,24.78,24.86,24.55,24.48,25.01,24.4,24.55,24.17,24.02,24.25,24.78,24.86,24.55,24.48,25.01,24.4,24.55,24.17,24.02,24.25,24.78,24.86,24.55,24.48,25.01,24.4,24.55,24.17,24.02,24.25,24.78,24.86,24.55,24.48,25.01,24.4,24.55,24.17,24.02,24.25,24.78,24.86,24.55,24.48,25.01,24.4,24.55,24.17,24.02,24.25,24.78,24.86,24.55,24.48,25.01,24.4,24.55,24.17,24.02,24.25,24.78,24.86,24.55,24.48,25.01,24.4,24.55
363.8493,24.09,23.94,24.17,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,23.94,24.17,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,23.94,24.17,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,23.94,24.17,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,23.94,24.17,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,23.94,24.17,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,23.94,24.17,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,23.94,24.17,24.78,24.86,24.55,24.48,24.93,24.32,24.4
364.8535,24.25,24.09,24.25,24.7,24.86,24.48,24.63,25.01,24.32,24.4,24.25,24.09,24.25,24.7,24.86,24.48,24.63,25.01,24.32,24.4,24.25,24.09,24.25,24.7,24.86,24.48,24.63,25.01,24.32,24.4,24.25,24.09,24.25,24.7,24.86,24.48,24.63,25.01,24.32,24.4,24.25,24.09,24.25,24.7,24.86,24.48,24.63,25.01,24.32,24.4,24.25,24.09,24.25,24.7,24.86,24.48,24.63,25.01,24.32,24.4,24.25,24.09,24.25,24.7,24.86,24.48,24.63,25.01,24.32,24.4,24.25,24.09,24.25,24.7,24.86,24.48,24.63,25.01,24.32,24.4
365.8552,24.17,24.09,24.25,24.78,24.86,24.48,24.48,24.93,24.32,24.4,24.17,24.09,24.25,24.78,24.86,24.48,24.48,24.93,24.32,24.4,24.17,24.09,24.25,24.78,24.86,24.48,24.48,24.93,24.32,24.4,24.17,24.09,24.25,24.78,24.86,24.48,24.48,24.93,24.32,24.4,24.17,24.09,24.25,24.78,24.86,24.48,24.48,24.93,24.32,24.4,24.17,24.09,24.25,24.78,24.86,24.48,24.48,24.93,24.32,24.4,24.17,24.09,24.25,24.78,24.86,24.48,24.48,24.93,24.32,24.4,24.17,24.09,24.25,24.78,24.86,24.48,24.48,24.93,24.32,24.4
366.8562,24.25,23.94,24.02,24.63,24.93,24.7,24.63,24.86,24.32,24.55,24.25,23.94,24.02,24.63,24.93,24.7,24.63,24.86,24.32,24.55,24.25,23.94,24.02,24.63,24.93,24.7,24.63,24.86,24.32,24.55,24.25,23.94,24.02,24.63,24.93,24.7,24.63,24.86,24.32,24.55,24.25,23.94,24.02,24.63,24.93,24.7,24.63,24.86,24.32,24.55,24.25,23.94,24.02,24.63,24.93,24.7,24.63,24.86,24.32,24.55,24.25,23.94,24.02,24.63,24.93,24.7,24.63,24.86,24.32,24.55,24.25,23.94,24.02,24.63,24.93,24.7,24.63,24.86,24.32,24.55
367.8587,24.32,24.02,24.09,24.63,25.01,24.7,24.63,24.86,24.25,24.55,24.32,24.02,24.09,24.63,25.01,24.7,24.63,24.86,24.25,24.55,24.32,24.02,24.09,24.63,25.01,24.7,24.63,24.86,24.25,24.55,24.32,24.02,24.09,24.63,25.01,24.7,24.63,24.86,24.25,24.55,24.32,24.02,24.09,24.63,25.01,24.7,24.63,24.86,24.25,24.55,24.32,24.02,24.09,24.63,25.01,24.7,24.63,24.86,24.25,24.55,24.32,24.02,24.09,24.63,25.01,24.7,24.63,24.86,24.25,24.55,24.32,24.02,24.09,24.63,25.01,24.7,24.63,24.86,24.25,24.55
368.8597,24.32,24.09,24.25,24.7,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.7,24.86,24.7,24.63,24.93,24.25,24.48
369.8608,24.17,24.02,24.25,24.78,24.93,24.55,24.48,24.93,24.32,24.48,24.17,24.02,24.25,24.78,24.93,24.55,24.48,24.93,24.32,24.48,24.17,24.02,24.25,24.78,24.93,24.55,24.48,24.93,24.32,24.48,24.17,24.02,24.25,24.78,24.93,24.55,24.48,24.93,24.32,24.48,24.17,24.02,24.25,24.78,24.93,24.55,24.48,24.93,24.32,24.48,24.17,24.02,24.25,24.78,24.93,24.55,24.48,24.93,24.32,24.48,24.17,24.02,24.25,24.78,24.93,24.55,24.48,24.93,24.32,24.48,24.17,24.02,24.25,24.78,24.93,24.55,24.48,24.93,24.32,24.48
370.8621,24.25,23.86,24.09,24.78,25.01,24.63,24.55,24.7,24.32,24.48,24.25,23.86,24.09,24.78,25.01,24.63,24.55,24.7,24.32,24.48,24.25,23.86,24.09,24.78,25.01,24.63,24.55,24.7,24.32,24.48,24.25,23.86,24.09,24.78,25.01,24.63,24.55,24.7,24.32,24.48,24.25,23.86,24.09,24.78,25.01,24.63,24.55,24.7,24.32,24.48,24.25,23.86,24.09,24.78,25.01,24.63,24.55,24.7,24.32,24.48,24.25,23.86,24.09,24.78,25.01,24.63,24.55,24.7,24.32,24.48,24.25,23.86,24.09,24.78,25.01,24.63,24.55,24.7,24.32,24.48
371.8636,24.17,23.86,24.25,24.78,24.93,24.63,24.4,24.78,24.25,24.4,24.17,23.86,24.25,24.78,24.93,24.63,24.4,24.78,24.25,24.4,24.17,23.86,24.25,24.78,24.93,24.63,24.4,24.78,24.25,24.4,24.17,23.86,24.25,24.78,24.93,24.63,24.4,24.78,24.25,24.4,24.17,23.86,24.25,24.78,24.93,24.63,24.4,24.78,24.25,24.4,24.17,23.86,24.25,24.78,24.93,24.63,24.4,24.78,24.25,24.4,24.17,23.86,24.25,24.78,24.93,24.63,24.4,24.78,24.25,24.4,24.17,23.86,24.25,24.78,24.93,24.63,24.4,24.78,24.25,24.4
372.8662,24.4,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.4,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.4,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.4,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.4,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.4,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.4,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.4,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48
373.868,24.17,24.02,24.32,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,24.02,24.32,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,24.02,24.32,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,24.02,24.32,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,24.02,24.32,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,24.02,24.32,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,24.02,24.32,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,24.02,24.32,24.78,24.93,24.55,24.48,24.93,24.4,24.55
374.8695,24.32,24.02,24.17,24.63,24.86,24.63,24.63,24.93,24.25,24.48,24.32,24.02,24.17,24.63,24.86,24.63,24.63,24.93,24.25,24.48,24.32,24.02,24.17,24.63,24.86,24.63,24.63,24.93,24.25,24.48,24.32,24.02,24.17,24.63,24.86,24.63,24.63,24.93,24.25,24.48,24.32,24.02,24.17,24.63,24.86,24.63,24.63,24.93,24.25,24.48,24.32,24.02,24.17,24.63,24.86,24.63,24.63,24.93,24.25,24.48,24.32,24.02,24.17,24.63,24.86,24.63,24.63,24.93,24.25,24.48,24.32,24.02,24.17,24.63,24.86,24.63,24.63,24.93,24.25,24.48
375.8712,24.17,23.94,24.25,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,23.94,24.25,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,23.94,24.25,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,23.94,24.25,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,23.94,24.25,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,23.94,24.25,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,23.94,24.25,24.78,24.93,24.55,24.48,24.93,24.4,24.55,24.17,23.94,24.25,24.78,24.93,24.55,24.48,24.93,24.4,24.55
376.8733,24.32,24.02,24.09,24.7,25.01,24.7,24.63,24.86,24.4,24.63,24.32,24.02,24.09,24.7,25.01,24.7,24.63,24.86,24.4,24.63,24.32,24.02,24.09,24.7,25.01,24.7,24.63,24.86,24.4,24.63,24.32,24.02,24.09,24.7,25.01,24.7,24.63,24.86,24.4,24.63,24.32,24.02,24.09,24.7,25.01,24.7,24.63,24.86,24.4,24.63,24.32,24.02,24.09,24.7,25.01,24.7,24.63,24.86,24.4,24.63,24.32,24.02,24.09,24.7,25.01,24.7,24.63,24.86,24.4,24.63,24.32,24.02,24.09,24.7,25.01,24.7,24.63,24.86,24.4,24.63
377.8744,24.09,24.02,24.25,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,24.02,24.25,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,24.02,24.25,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,24.02,24.25,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,24.02,24.25,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,24.02,24.25,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,24.02,24.25,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.09,24.02,24.25,24.78,24.86,24.55,24.48,24.93,24.32,24.4
378.8757,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.86,24.4,24.63,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.86,24.4,24.63,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.86,24.4,24.63,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.86,24.4,24.63,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.86,24.4,24.63,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.86,24.4,24.63,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.86,24.4,24.63,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.86,24.4,24.63
379.8769,24.32,24.09,24.25,24.63,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.63,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.63,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.63,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.63,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.63,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.63,24.86,24.7,24.63,24.93,24.25,24.48,24.32,24.09,24.25,24.63,24.86,24.7,24.63,24.93,24.25,24.48
380.8788,24.32,24.09,24.32,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.32,24.09,24.32,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.32,24.09,24.32,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.32,24.09,24.32,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.32,24.09,24.32,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.32,24.09,24.32,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.32,24.09,24.32,24.78,24.86,24.55,24.48,24.93,24.32,24.4,24.32,24.09,24.32,24.78,24.86,24.55,24.48,24.93,24.32,24.4
381.8804,24.32,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48,24.32,24.09,24.25,24.7,24.78,24.63,24.63,25.01,24.25,24.48
382.881,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.7,24.32,24.55,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.7,24.32,24.55,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.7,24.32,24.55,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.7,24.32,24.55,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.7,24.32,24.55,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.7,24.32,24.55,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.7,24.32,24.55,24.32,23.94,24.09,24.78,25.01,24.7,24.55,24.7,24.32,24.55
