time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10,fl_inner,fl_middle,fl_outer,fr_inner,fr_middle,fr_outer,rl_inner,rl_middle,rl_outer,rr_inner,rr_middle,rr_outer
535.1104,24.48,24.32,24.63,25.09,25.16,24.93,24.93,25.39,24.63,24.7,24.48,24.32,24.63,25.09,25.16,24.93,24.93,25.39,24.63,24.7,24.48,24.32,24.63,25.09,25.16,24.93,24.93,25.39,24.63,24.7,24.48,24.32,24.63,25.09,25.16,24.93,24.93,25.39,24.63,24.7,24.48,24.32,24.63,25.09,25.16,24.93,24.93,25.39,24.63,24.7,24.48,24.32,24.63,25.09,25.16,24.93,24.93,25.39,24.63,24.7,24.48,24.32,24.63,25.09,25.16,24.93,24.93,25.39,24.63,24.7,24.48,24.32,24.63,25.09,25.16,24.93,24.93,25.39,24.63,24.7,40.82,39.73,53.68,49.39,42.75,43.42,43.73,48.28,44.04,45.77,47.83,44.66
536.1122,24.48,24.32,24.7,25.16,25.24,24.93,24.78,25.31,24.55,24.7,24.48,24.32,24.7,25.16,25.24,24.93,24.78,25.31,24.55,24.7,24.48,24.32,24.7,25.16,25.24,24.93,24.78,25.31,24.55,24.7,24.48,24.32,24.7,25.16,25.24,24.93,24.78,25.31,24.55,24.7,24.48,24.32,24.7,25.16,25.24,24.93,24.78,25.31,24.55,24.7,24.48,24.32,24.7,25.16,25.24,24.93,24.78,25.31,24.55,24.7,24.48,24.32,24.7,25.16,25.24,24.93,24.78,25.31,24.55,24.7,24.48,24.32,24.7,25.16,25.24,24.93,24.78,25.31,24.55,24.7,52.73,45.72,52.84,55.45,51.27,43.69,41.31,48.61,46.79,47.04,52.19,51.26
537.1134,24.48,24.32,24.63,25.16,25.24,24.93,24.7,25.31,24.63,24.78,24.48,24.32,24.63,25.16,25.24,24.93,24.7,25.31,24.63,24.78,24.48,24.32,24.63,25.16,25.24,24.93,24.7,25.31,24.63,24.78,24.48,24.32,24.63,25.16,25.24,24.93,24.7,25.31,24.63,24.78,24.48,24.32,24.63,25.16,25.24,24.93,24.7,25.31,24.63,24.78,24.48,24.32,24.63,25.16,25.24,24.93,24.7,25.31,24.63,24.78,24.48,24.32,24.63,25.16,25.24,24.93,24.7,25.31,24.63,24.78,24.48,24.32,24.63,25.16,25.24,24.93,24.7,25.31,24.63,24.78,51.73,41.21,49.04,54.9,47.73,48.35,47.47,43.76,44.65,40.68,49.7,48.72
538.1148,24.7,24.32,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.86,24.7,24.32,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.86,24.7,24.32,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.86,24.7,24.32,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.86,24.7,24.32,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.86,24.7,24.32,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.86,24.7,24.32,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.86,24.7,24.32,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.86,47.93,43.22,52.42,42.49,54.36,43.01,44.81,43.81,43.54,44.74,46.54,46.05
539.1158,24.48,24.25,24.63,25.16,25.24,24.93,24.78,25.31,24.63,24.78,24.48,24.25,24.63,25.16,25.24,24.93,24.78,25.31,24.63,24.78,24.48,24.25,24.63,25.16,25.24,24.93,24.78,25.31,24.63,24.78,24.48,24.25,24.63,25.16,25.24,24.93,24.78,25.31,24.63,24.78,24.48,24.25,24.63,25.16,25.24,24.93,24.78,25.31,24.63,24.78,24.48,24.25,24.63,25.16,25.24,24.93,24.78,25.31,24.63,24.78,24.48,24.25,24.63,25.16,25.24,24.93,24.78,25.31,24.63,24.78,24.48,24.25,24.63,25.16,25.24,24.93,24.78,25.31,24.63,24.78,55.67,41.11,52.82,47.09,52.78,53.97,55.51,50.72,50.34,46.87,45.82,43.71
540.1172,24.4,24.17,24.63,25.16,25.31,24.93,24.78,25.39,24.7,24.86,24.4,24.17,24.63,25.16,25.31,24.93,24.78,25.39,24.7,24.86,24.4,24.17,24.63,25.16,25.31,24.93,24.78,25.39,24.7,24.86,24.4,24.17,24.63,25.16,25.31,24.93,24.78,25.39,24.7,24.86,24.4,24.17,24.63,25.16,25.31,24.93,24.78,25.39,24.7,24.86,24.4,24.17,24.63,25.16,25.31,24.93,24.78,25.39,24.7,24.86,24.4,24.17,24.63,25.16,25.31,24.93,24.78,25.39,24.7,24.86,24.4,24.17,24.63,25.16,25.31,24.93,24.78,25.39,24.7,24.86,48.15,50.11,49.01,56.41,42.06,48.94,49.98,42.57,50.3,48.33,39.91,43.38
541.1185,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.31,24.55,24.93,43.25,52.78,44.02,47.99,52.38,45.63,44.89,52.5,46.41,50.18,41.62,39.47
542.1204,24.7,24.4,24.63,25.01,25.24,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.24,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.24,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.24,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.24,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.24,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.24,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.24,25.16,25.01,25.39,24.55,24.93,43.49,53.52,44.25,49.31,40.78,46.89,52.23,45.4,45.09,45.5,56.09,52.85
543.1227,24.55,24.17,24.48,25.16,25.31,25.01,24.7,25.16,24.55,24.78,24.55,24.17,24.48,25.16,25.31,25.01,24.7,25.16,24.55,24.78,24.55,24.17,24.48,25.16,25.31,25.01,24.7,25.16,24.55,24.78,24.55,24.17,24.48,25.16,25.31,25.01,24.7,25.16,24.55,24.78,24.55,24.17,24.48,25.16,25.31,25.01,24.7,25.16,24.55,24.78,24.55,24.17,24.48,25.16,25.31,25.01,24.7,25.16,24.55,24.78,24.55,24.17,24.48,25.16,25.31,25.01,24.7,25.16,24.55,24.78,24.55,24.17,24.48,25.16,25.31,25.01,24.7,25.16,24.55,24.78,50.49,44.45,47.71,44.36,52.19,43.54,53.32,52.35,43.11,49.82,42.66,53.16
544.1228,24.63,24.25,24.48,25.01,25.31,25.09,24.93,25.31,24.48,24.93,24.63,24.25,24.48,25.01,25.31,25.09,24.93,25.31,24.48,24.93,24.63,24.25,24.48,25.01,25.31,25.09,24.93,25.31,24.48,24.93,24.63,24.25,24.48,25.01,25.31,25.09,24.93,25.31,24.48,24.93,24.63,24.25,24.48,25.01,25.31,25.09,24.93,25.31,24.48,24.93,24.63,24.25,24.48,25.01,25.31,25.09,24.93,25.31,24.48,24.93,24.63,24.25,24.48,25.01,25.31,25.09,24.93,25.31,24.48,24.93,24.63,24.25,24.48,25.01,25.31,25.09,24.93,25.31,24.48,24.93,46.24,46.26,51.46,50.88,48.5,52.91,50.24,41.28,46.6,44.23,41.71,43.03
545.1244,24.63,24.25,24.48,25.24,25.47,25.16,24.93,25.24,24.63,24.93,24.63,24.25,24.48,25.24,25.47,25.16,24.93,25.24,24.63,24.93,24.63,24.25,24.48,25.24,25.47,25.16,24.93,25.24,24.63,24.93,24.63,24.25,24.48,25.24,25.47,25.16,24.93,25.24,24.63,24.93,24.63,24.25,24.48,25.24,25.47,25.16,24.93,25.24,24.63,24.93,24.63,24.25,24.48,25.24,25.47,25.16,24.93,25.24,24.63,24.93,24.63,24.25,24.48,25.24,25.47,25.16,24.93,25.24,24.63,24.93,24.63,24.25,24.48,25.24,25.47,25.16,24.93,25.24,24.63,24.93,48.88,45.43,41.92,50.4,41.44,41.6,50.07,54.0,49.38,47.19,52.59,49.76
546.1264,24.7,24.32,24.55,25.01,25.09,25.01,24.86,25.31,24.55,24.86,24.7,24.32,24.55,25.01,25.09,25.01,24.86,25.31,24.55,24.86,24.7,24.32,24.55,25.01,25.09,25.01,24.86,25.31,24.55,24.86,24.7,24.32,24.55,25.01,25.09,25.01,24.86,25.31,24.55,24.86,24.7,24.32,24.55,25.01,25.09,25.01,24.86,25.31,24.55,24.86,24.7,24.32,24.55,25.01,25.09,25.01,24.86,25.31,24.55,24.86,24.7,24.32,24.55,25.01,25.09,25.01,24.86,25.31,24.55,24.86,24.7,24.32,24.55,25.01,25.09,25.01,24.86,25.31,24.55,24.86,42.84,53.91,41.85,50.27,43.16,47.2,43.75,44.49,44.39,55.2,54.26,43.51
547.1275,24.7,24.25,24.48,25.01,25.31,25.09,24.86,25.24,24.63,24.86,24.7,24.25,24.48,25.01,25.31,25.09,24.86,25.24,24.63,24.86,24.7,24.25,24.48,25.01,25.31,25.09,24.86,25.24,24.63,24.86,24.7,24.25,24.48,25.01,25.31,25.09,24.86,25.24,24.63,24.86,24.7,24.25,24.48,25.01,25.31,25.09,24.86,25.24,24.63,24.86,24.7,24.25,24.48,25.01,25.31,25.09,24.86,25.24,24.63,24.86,24.7,24.25,24.48,25.01,25.31,25.09,24.86,25.24,24.63,24.86,24.7,24.25,24.48,25.01,25.31,25.09,24.86,25.24,24.63,24.86,43.0,51.31,42.11,44.96,51.01,44.29,41.86,49.3,51.28,42.2,52.19,53.54
548.1285,24.63,24.17,24.48,25.09,25.31,25.01,24.78,25.16,24.7,24.93,24.63,24.17,24.48,25.09,25.31,25.01,24.78,25.16,24.7,24.93,24.63,24.17,24.48,25.09,25.31,25.01,24.78,25.16,24.7,24.93,24.63,24.17,24.48,25.09,25.31,25.01,24.78,25.16,24.7,24.93,24.63,24.17,24.48,25.09,25.31,25.01,24.78,25.16,24.7,24.93,24.63,24.17,24.48,25.09,25.31,25.01,24.78,25.16,24.7,24.93,24.63,24.17,24.48,25.09,25.31,25.01,24.78,25.16,24.7,24.93,24.63,24.17,24.48,25.09,25.31,25.01,24.78,25.16,24.7,24.93,41.12,48.72,53.83,51.71,45.33,47.07,53.22,48.76,53.11,46.83,44.02,51.13
549.1294,24.7,24.4,24.63,25.09,25.16,25.01,24.86,25.31,24.55,24.7,24.7,24.4,24.63,25.09,25.16,25.01,24.86,25.31,24.55,24.7,24.7,24.4,24.63,25.09,25.16,25.01,24.86,25.31,24.55,24.7,24.7,24.4,24.63,25.09,25.16,25.01,24.86,25.31,24.55,24.7,24.7,24.4,24.63,25.09,25.16,25.01,24.86,25.31,24.55,24.7,24.7,24.4,24.63,25.09,25.16,25.01,24.86,25.31,24.55,24.7,24.7,24.4,24.63,25.09,25.16,25.01,24.86,25.31,24.55,24.7,24.7,24.4,24.63,25.09,25.16,25.01,24.86,25.31,24.55,24.7,49.01,51.68,49.03,46.14,39.61,50.31,43.69,50.71,51.22,51.14,45.6,52.7
550.1317,24.55,24.25,24.7,25.24,25.39,25.01,24.7,25.31,24.7,24.93,24.55,24.25,24.7,25.24,25.39,25.01,24.7,25.31,24.7,24.93,24.55,24.25,24.7,25.24,25.39,25.01,24.7,25.31,24.7,24.93,24.55,24.25,24.7,25.24,25.39,25.01,24.7,25.31,24.7,24.93,24.55,24.25,24.7,25.24,25.39,25.01,24.7,25.31,24.7,24.93,24.55,24.25,24.7,25.24,25.39,25.01,24.7,25.31,24.7,24.93,24.55,24.25,24.7,25.24,25.39,25.01,24.7,25.31,24.7,24.93,24.55,24.25,24.7,25.24,25.39,25.01,24.7,25.31,24.7,24.93,54.58,53.82,44.7,51.55,44.86,50.82,56.09,55.08,39.45,52.42,53.43,52.39
551.133,24.55,24.09,24.48,25.16,25.39,25.09,24.78,25.24,24.78,24.93,24.55,24.09,24.48,25.16,25.39,25.09,24.78,25.24,24.78,24.93,24.55,24.09,24.48,25.16,25.39,25.09,24.78,25.24,24.78,24.93,24.55,24.09,24.48,25.16,25.39,25.09,24.78,25.24,24.78,24.93,24.55,24.09,24.48,25.16,25.39,25.09,24.78,25.24,24.78,24.93,24.55,24.09,24.48,25.16,25.39,25.09,24.78,25.24,24.78,24.93,24.55,24.09,24.48,25.16,25.39,25.09,24.78,25.24,24.78,24.93,24.55,24.09,24.48,25.16,25.39,25.09,24.78,25.24,24.78,24.93,52.1,44.45,47.25,54.65,48.37,53.35,52.21,49.01,41.6,42.11,51.15,53.02
552.1334,24.7,24.32,24.55,25.01,25.31,25.16,24.93,25.31,24.48,24.93,24.7,24.32,24.55,25.01,25.31,25.16,24.93,25.31,24.48,24.93,24.7,24.32,24.55,25.01,25.31,25.16,24.93,25.31,24.48,24.93,24.7,24.32,24.55,25.01,25.31,25.16,24.93,25.31,24.48,24.93,24.7,24.32,24.55,25.01,25.31,25.16,24.93,25.31,24.48,24.93,24.7,24.32,24.55,25.01,25.31,25.16,24.93,25.31,24.48,24.93,24.7,24.32,24.55,25.01,25.31,25.16,24.93,25.31,24.48,24.93,24.7,24.32,24.55,25.01,25.31,25.16,24.93,25.31,24.48,24.93,52.53,50.36,42.32,42.6,45.2,49.54,43.69,53.85,47.21,50.09,42.77,46.27
553.1359,24.78,24.4,24.63,25.09,25.24,25.09,24.93,25.39,24.55,24.78,24.78,24.4,24.63,25.09,25.24,25.09,24.93,25.39,24.55,24.78,24.78,24.4,24.63,25.09,25.24,25.09,24.93,25.39,24.55,24.78,24.78,24.4,24.63,25.09,25.24,25.09,24.93,25.39,24.55,24.78,24.78,24.4,24.63,25.09,25.24,25.09,24.93,25.39,24.55,24.78,24.78,24.4,24.63,25.09,25.24,25.09,24.93,25.39,24.55,24.78,24.78,24.4,24.63,25.09,25.24,25.09,24.93,25.39,24.55,24.78,24.78,24.4,24.63,25.09,25.24,25.09,24.93,25.39,24.55,24.78,52.46,42.45,53.43,43.86,52.97,52.56,50.63,44.4,40.31,47.63,40.74,48.62
554.1383,24.78,24.4,24.63,25.09,25.24,25.16,25.01,25.39,24.63,24.93,24.78,24.4,24.63,25.09,25.24,25.16,25.01,25.39,24.63,24.93,24.78,24.4,24.63,25.09,25.24,25.16,25.01,25.39,24.63,24.93,24.78,24.4,24.63,25.09,25.24,25.16,25.01,25.39,24.63,24.93,24.78,24.4,24.63,25.09,25.24,25.16,25.01,25.39,24.63,24.93,24.78,24.4,24.63,25.09,25.24,25.16,25.01,25.39,24.63,24.93,24.78,24.4,24.63,25.09,25.24,25.16,25.01,25.39,24.63,24.93,24.78,24.4,24.63,25.09,25.24,25.16,25.01,25.39,24.63,24.93,52.08,55.17,40.06,44.77,54.43,48.28,52.71,52.28,43.8,49.3,44.27,45.72
555.1397,24.55,24.17,24.63,25.16,25.31,25.01,24.7,25.31,24.7,24.86,24.55,24.17,24.63,25.16,25.31,25.01,24.7,25.31,24.7,24.86,24.55,24.17,24.63,25.16,25.31,25.01,24.7,25.31,24.7,24.86,24.55,24.17,24.63,25.16,25.31,25.01,24.7,25.31,24.7,24.86,24.55,24.17,24.63,25.16,25.31,25.01,24.7,25.31,24.7,24.86,24.55,24.17,24.63,25.16,25.31,25.01,24.7,25.31,24.7,24.86,24.55,24.17,24.63,25.16,25.31,25.01,24.7,25.31,24.7,24.86,24.55,24.17,24.63,25.16,25.31,25.01,24.7,25.31,24.7,24.86,47.46,48.87,48.58,43.58,49.66,41.7,52.85,51.49,53.92,52.58,44.89,50.51
556.1397,24.7,24.4,24.63,25.01,25.31,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.31,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.31,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.31,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.31,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.31,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.31,25.16,25.01,25.39,24.55,24.93,24.7,24.4,24.63,25.01,25.31,25.16,25.01,25.39,24.55,24.93,45.5,42.38,53.3,52.78,47.19,51.61,55.17,51.27,44.92,54.19,48.99,52.35
557.1413,24.48,24.25,24.55,25.09,25.16,25.01,24.93,25.39,24.63,24.78,24.48,24.25,24.55,25.09,25.16,25.01,24.93,25.39,24.63,24.78,24.48,24.25,24.55,25.09,25.16,25.01,24.93,25.39,24.63,24.78,24.48,24.25,24.55,25.09,25.16,25.01,24.93,25.39,24.63,24.78,24.48,24.25,24.55,25.09,25.16,25.01,24.93,25.39,24.63,24.78,24.48,24.25,24.55,25.09,25.16,25.01,24.93,25.39,24.63,24.78,24.48,24.25,24.55,25.09,25.16,25.01,24.93,25.39,24.63,24.78,24.48,24.25,24.55,25.09,25.16,25.01,24.93,25.39,24.63,24.78,45.85,46.02,49.76,48.38,42.31,53.36,42.98,43.84,51.51,44.15,44.19,46.89
558.1433,24.78,24.4,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.78,24.4,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.78,24.4,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.78,24.4,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.78,24.4,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.78,24.4,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.78,24.4,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.93,24.78,24.4,24.63,25.01,25.24,25.09,24.93,25.31,24.55,24.93,47.79,43.31,46.28,46.28,44.56,50.11,44.89,38.86,54.36,47.8,53.44,41.33
559.1442,24.7,24.25,24.48,25.24,25.47,25.16,24.86,25.16,24.78,25.01,24.7,24.25,24.48,25.24,25.47,25.16,24.86,25.16,24.78,25.01,24.7,24.25,24.48,25.24,25.47,25.16,24.86,25.16,24.78,25.01,24.7,24.25,24.48,25.24,25.47,25.16,24.86,25.16,24.78,25.01,24.7,24.25,24.48,25.24,25.47,25.16,24.86,25.16,24.78,25.01,24.7,24.25,24.48,25.24,25.47,25.16,24.86,25.16,24.78,25.01,24.7,24.25,24.48,25.24,25.47,25.16,24.86,25.16,24.78,25.01,24.7,24.25,24.48,25.24,25.47,25.16,24.86,25.16,24.78,25.01,44.04,48.87,50.98,43.77,42.47,47.8,51.83,40.47,46.38,51.84,41.91,41.0
560.1459,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.39,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.39,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.39,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.39,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.39,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.39,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.39,24.55,24.93,24.7,24.32,24.55,25.01,25.24,25.09,24.93,25.39,24.55,24.93,43.56,45.54,41.15,52.51,45.94,44.28,49.59,45.24,45.82,55.43,51.79,53.26
561.1463,24.48,24.32,24.7,25.16,25.31,25.01,24.86,25.39,24.7,24.86,24.48,24.32,24.7,25.16,25.31,25.01,24.86,25.39,24.7,24.86,24.48,24.32,24.7,25.16,25.31,25.01,24.86,25.39,24.7,24.86,24.48,24.32,24.7,25.16,25.31,25.01,24.86,25.39,24.7,24.86,24.48,24.32,24.7,25.16,25.31,25.01,24.86,25.39,24.7,24.86,24.48,24.32,24.7,25.16,25.31,25.01,24.86,25.39,24.7,24.86,24.48,24.32,24.7,25.16,25.31,25.01,24.86,25.39,24.7,24.86,24.48,24.32,24.7,25.16,25.31,25.01,24.86,25.39,24.7,24.86,54.04,48.86,44.15,47.1,42.4,47.94,44.62,46.22,44.27,41.18,47.6,39.79
562.1469,24.7,24.32,24.63,25.09,25.16,25.09,24.93,25.39,24.55,24.86,24.7,24.32,24.63,25.09,25.16,25.09,24.93,25.39,24.55,24.86,24.7,24.32,24.63,25.09,25.16,25.09,24.93,25.39,24.55,24.86,24.7,24.32,24.63,25.09,25.16,25.09,24.93,25.39,24.55,24.86,24.7,24.32,24.63,25.09,25.16,25.09,24.93,25.39,24.55,24.86,24.7,24.32,24.63,25.09,25.16,25.09,24.93,25.39,24.55,24.86,24.7,24.32,24.63,25.09,25.16,25.09,24.93,25.39,24.55,24.86,24.7,24.32,24.63,25.09,25.16,25.09,24.93,25.39,24.55,24.86,44.38,53.2,45.0,49.07,41.16,50.07,43.77,44.31,53.85,46.11,41.84,40.54
563.1473,24.7,24.4,24.63,25.01,25.24,25.09,24.93,25.39,24.55,24.7,24.7,24.4,24.63,25.01,25.24,25.09,24.93,25.39,24.55,24.7,24.7,24.4,24.63,25.01,25.24,25.09,24.93,25.39,24.55,24.7,24.7,24.4,24.63,25.01,25.24,25.09,24.93,25.39,24.55,24.7,24.7,24.4,24.63,25.01,25.24,25.09,24.93,25.39,24.55,24.7,24.7,24.4,24.63,25.01,25.24,25.09,24.93,25.39,24.55,24.7,24.7,24.4,24.63,25.01,25.24,25.09,24.93,25.39,24.55,24.7,24.7,24.4,24.63,25.01,25.24,25.09,24.93,25.39,24.55,24.7,49.4,53.66,48.29,48.65,50.19,41.62,50.32,46.19,53.81,54.29,52.07,39.28
564.1511,24.55,24.32,24.7,25.24,25.31,25.01,24.78,25.31,24.7,24.86,24.55,24.32,24.7,25.24,25.31,25.01,24.78,25.31,24.7,24.86,24.55,24.32,24.7,25.24,25.31,25.01,24.78,25.31,24.7,24.86,24.55,24.32,24.7,25.24,25.31,25.01,24.78,25.31,24.7,24.86,24.55,24.32,24.7,25.24,25.31,25.01,24.78,25.31,24.7,24.86,24.55,24.32,24.7,25.24,25.31,25.01,24.78,25.31,24.7,24.86,24.55,24.32,24.7,25.24,25.31,25.01,24.78,25.31,24.7,24.86,24.55,24.32,24.7,25.24,25.31,25.01,24.78,25.31,24.7,24.86,47.64,50.6,39.47,49.86,54.29,40.87,50.35,50.12,46.33,52.15,40.93,44.55
565.1537,24.63,24.25,24.63,25.16,25.31,25.01,24.7,25.31,24.78,24.93,24.63,24.25,24.63,25.16,25.31,25.01,24.7,25.31,24.78,24.93,24.63,24.25,24.63,25.16,25.31,25.01,24.7,25.31,24.78,24.93,24.63,24.25,24.63,25.16,25.31,25.01,24.7,25.31,24.78,24.93,24.63,24.25,24.63,25.16,25.31,25.01,24.7,25.31,24.78,24.93,24.63,24.25,24.63,25.16,25.31,25.01,24.7,25.31,24.78,24.93,24.63,24.25,24.63,25.16,25.31,25.01,24.7,25.31,24.78,24.93,24.63,24.25,24.63,25.16,25.31,25.01,24.7,25.31,24.78,24.93,46.29,48.99,47.21,44.9,45.16,48.68,49.69,42.85,51.92,46.49,46.64,41.6
566.156,24.55,24.17,24.63,25.24,25.39,25.09,24.78,25.16,24.7,24.93,24.55,24.17,24.63,25.24,25.39,25.09,24.78,25.16,24.7,24.93,24.55,24.17,24.63,25.24,25.39,25.09,24.78,25.16,24.7,24.93,24.55,24.17,24.63,25.24,25.39,25.09,24.78,25.16,24.7,24.93,24.55,24.17,24.63,25.24,25.39,25.09,24.78,25.16,24.7,24.93,24.55,24.17,24.63,25.24,25.39,25.09,24.78,25.16,24.7,24.93,24.55,24.17,24.63,25.24,25.39,25.09,24.78,25.16,24.7,24.93,24.55,24.17,24.63,25.24,25.39,25.09,24.78,25.16,24.7,24.93,43.45,45.4,45.17,43.66,45.0,47.1,41.67,51.41,47.69,44.63,51.3,40.59
567.1576,24.63,24.17,24.48,25.24,25.39,25.16,24.86,25.24,24.78,25.01,24.63,24.17,24.48,25.24,25.39,25.16,24.86,25.24,24.78,25.01,24.63,24.17,24.48,25.24,25.39,25.16,24.86,25.24,24.78,25.01,24.63,24.17,24.48,25.24,25.39,25.16,24.86,25.24,24.78,25.01,24.63,24.17,24.48,25.24,25.39,25.16,24.86,25.24,24.78,25.01,24.63,24.17,24.48,25.24,25.39,25.16,24.86,25.24,24.78,25.01,24.63,24.17,24.48,25.24,25.39,25.16,24.86,25.24,24.78,25.01,24.63,24.17,24.48,25.24,25.39,25.16,24.86,25.24,24.78,25.01,50.68,42.96,38.65,43.08,46.86,50.7,41.22,40.44,44.92,43.71,50.86,46.29
568.1584,24.63,24.25,24.48,25.24,25.39,25.16,24.86,25.24,24.78,24.93,24.63,24.25,24.48,25.24,25.39,25.16,24.86,25.24,24.78,24.93,24.63,24.25,24.48,25.24,25.39,25.16,24.86,25.24,24.78,24.93,24.63,24.25,24.48,25.24,25.39,25.16,24.86,25.24,24.78,24.93,24.63,24.25,24.48,25.24,25.39,25.16,24.86,25.24,24.78,24.93,24.63,24.25,24.48,25.24,25.39,25.16,24.86,25.24,24.78,24.93,24.63,24.25,24.48,25.24,25.39,25.16,24.86,25.24,24.78,24.93,24.63,24.25,24.48,25.24,25.39,25.16,24.86,25.24,24.78,24.93,53.95,45.88,41.47,43.01,48.79,44.09,41.6,52.8,46.51,48.49,44.98,48.78
569.16,24.78,24.32,24.55,25.09,25.39,25.16,24.93,25.31,24.63,24.93,24.78,24.32,24.55,25.09,25.39,25.16,24.93,25.31,24.63,24.93,24.78,24.32,24.55,25.09,25.39,25.16,24.93,25.31,24.63,24.93,24.78,24.32,24.55,25.09,25.39,25.16,24.93,25.31,24.63,24.93,24.78,24.32,24.55,25.09,25.39,25.16,24.93,25.31,24.63,24.93,24.78,24.32,24.55,25.09,25.39,25.16,24.93,25.31,24.63,24.93,24.78,24.32,24.55,25.09,25.39,25.16,24.93,25.31,24.63,24.93,24.78,24.32,24.55,25.09,25.39,25.16,24.93,25.31,24.63,24.93,50.75,40.39,41.03,42.32,50.69,41.47,47.83,46.55,40.52,52.2,44.28,48.5
